Unidad Primaria de Muestreo,Vivienda seleccionada,Consecutivo del hogar en la vivienda,Consecutivo del residente habitual miembro del hogar,,Clave Llave única para cada migrante internacional delcalrado en el hogar en la base (UPM+VIV_SEL+HOGAR+N_REN),Clave única de identificación del hogar (UPM+VIV_SEL+ HOGAR),Clave única de identificación de la vivienda (UPM+VIV_SEL+HOGAR),Clave de Entidad Federativa de levantamiento de la información,Clave de tamaño de localidad,"P4.4 Cuando (NOMBRE) se fue la última vez, ¿vivía con ustedes?",P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?,P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?  (Otra entidad),P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?  (Otro país),P4.6 (NOMBRE) es hombre o mujer,P4.7 ¿Qué es (NOMBRE) de la jefa o jefe del hogar?,P4.7 ¿Qué es (NOMBRE) de la jefa o jefe del hogar? (Otro parentesco),"P4.8 La última vez que (NOMBRE) se fue, ¿cuántos años cumplidos tenía?","P4.9 La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía?","P4.9 La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía? (Otra entidad)",P4.10 ¿En qué mes y año se fue a vivir (NOMBRE) a otro país la última vez? (Mes),P4.10 ¿En qué mes y año se fue a vivir (NOMBRE) a otro país la última vez? (Año),P4.11 ¿A qué país se fue (NOMBRE) la última vez?,P4.11 ¿A qué país se fue (NOMBRE) la última vez? (Otro país),P4.12 ¿A qué estado de EUA llegó (NOMBRE) a vivir (la última vez)?,P4.12C ¿A qué estado de EUA llegó (NOMBRE) a vivir (la última vez)? (Otro estado),"P4.13 Cuando (NOMBRE) se fue la última vez, ¿qué tipo de documento llevaba?",P4.14 ¿Cuál fue el motivo principal por el que (NOMBRE) se fue la última vez?,P4.14A ¿Se fue a buscar trabajo? ¿Con trabajo?,,P4.15 ¿En qué país vive actualmente (NOMBRE)?,P4.15 ¿En qué país vive actualmente (NOMBRE)? (Otro país),P4.16 ¿En qué estado de EUA vive actualmente (NOMBRE)?,,"P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía?","P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía? (Otro estado)","P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía? (Otro país)",P4.18 ¿En qué mes y año regresó (NOMBRE) a vivir a la República Mexicana? (Mes),P4.18 ¿En qué mes y año regresó (NOMBRE) a vivir a la República Mexicana? (Año),P4.19 ¿Cuál fue el motivo principal por el que (NOMBRE) se regresó?,P4.19 ¿Cuál fue el motivo principal por el que (NOMBRE) se regresó? (Otro motivo),P4.20 (NOMBRE) actualmente forma parte de este hogar?,P4.20 Número de renglón en la lista de personas,Factor de expansión a nivel vivienda,"Tamaño de localidad, segunda agrupación","Tamaño de localidad, tercera agrupación",P4.8.AG1 Edad al emigrar ( grupos quinquenales),P4.8.AG2 Edad al emigrar por grandes grupos,Condición de tenencia de documento para ingresar a EUA,Condición de retorno a México,Duración de migración (en meses),Duración de migración (agrupado),Estrato sociodemográfico,Estrato de diseño muestral,Unidad Primaria de Muestreo
2604957,3,1,1,260496000000.0,,2604957031,260495703,Sonora,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Sonora,,Hombre,Nuera/yerno,,23,"Aquí, en este estado",,Junio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,California,,,Agosto,2018.0,Reunirse con la familia,,No,,279,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,Retornó,2.0,Menos de un año,Medio bajo,462,12501
600797,1,1,1,60079701101.0,,600797011,60079701,Colima,Localidad de 100 000 y más habitantes,Sí,En otro estado,Michoacán de Ocampo,,Hombre,Esposa(o) o compañera(o),,35,"Aquí, en este estado",,Noviembre,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,63,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,35 a 39 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,97,2909
1801268,13,1,1,180127000000.0,180127000000.0,1801268131,180126813,Nayarit,Localidad de 15 000 a 99 999 habitantes,Sí,En otro estado,Sonora,,Hombre,Jefa(e),,19,"Aquí, en este estado",,Octubre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,2,,,,California,,,Noviembre,2017.0,Reunirse con la familia,,Sí,1.0,126,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,Con documento,Retornó,13.0,De un año a 3 años,Medio bajo,321,8493
1661104,8,1,1,166110000000.0,166110000000.0,1661104081,166110408,Michoacán de Ocampo,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Hombre,Hija(o),,34,"Aquí, en este estado",,Abril,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Illinois,,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Otro estado,ESTADO DE EEUU NO ESPECIFICADO,,Octubre,2016.0,Reunirse con la familia,,Sí,3.0,421,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Sin documento,Retornó,30.0,De un año a 3 años,Bajo,294,7690
3201613,20,1,1,320161000000.0,320161000000.0,3201613201,320161320,Zacatecas,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Zacatecas,,Mujer,Jefa(e),,31,"Aquí, en este estado",,Diciembre,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Visa de turista,Buscar trabajo o trabajar,,,2,,,,Texas,,,Diciembre,2014.0,Otro motivo,Vencimiento de autorización migratoria,Sí,1.0,137,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,Con documento,Retornó,12.0,De un año a 3 años,Medio alto,604,15120
2161842,9,1,1,216184000000.0,,2161842091,216184209,Puebla,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Puebla,,Hombre,Hija(o),,34,"Aquí, en este estado",,Marzo,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,NEW JERSEY,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,NEW JERSEY,,,,,,,,,,550,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Sin documento,No retornó,,,Medio bajo,381,9922
2201232,4,1,1,220123000000.0,220123000000.0,2201232041,220123204,Querétaro,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Querétaro,,Hombre,Esposa(o) o compañera(o),,50,"Aquí, en este estado",,Mayo,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,Otro estado,LOUISIANA,,Diciembre,2016.0,Reunirse con la familia,,Sí,2.0,156,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,50 a 54 años,30 a 59 años,Con documento,Retornó,31.0,De un año a 3 años,Medio bajo,382,10126
301172,8,1,1,30117208101.0,,301172081,30117208,Baja California Sur,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Baja California Sur,,Mujer,Hija(o),,28,"Aquí, en este estado",,Febrero,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,ESTADO DE EEUU NO ESPECIFICADO,Visa de estudiante,Estudiar,,,3,CANADA,,,,,,,,,,,,81,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,46,1540
2002071,6,1,1,200207000000.0,,2002071061,200207106,Oaxaca,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Oaxaca,,Hombre,Hija(o),,33,"Aquí, en este estado",,Octubre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,ALABAMA,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,ALABAMA,,,,,,,,,,377,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Sin documento,No retornó,,,Medio bajo,357,9394
2002071,6,1,2,200207000000.0,,2002071061,200207106,Oaxaca,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Oaxaca,,Hombre,Hija(o),,24,"Aquí, en este estado",,Marzo,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,ALABAMA,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,ALABAMA,,,,,,,,,,377,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Sin documento,No retornó,,,Medio bajo,357,9394
2002071,6,1,3,200207000000.0,,2002071061,200207106,Oaxaca,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Oaxaca,,Hombre,Hija(o),,22,"Aquí, en este estado",,Junio,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,ALABAMA,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,ALABAMA,,,,,,,,,,377,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Sin documento,No retornó,,,Medio bajo,357,9394
2201741,2,1,1,220174000000.0,,2201741021,220174102,Querétaro,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Querétaro,,Mujer,Hija(o),,26,"Aquí, en este estado",,Febrero,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,OREGON,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,OREGON,,,,,,,,,,144,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,Sin documento,No retornó,,,Medio bajo,390,10220
2901237,2,2,1,290124000000.0,,2901237022,290123702,Tlaxcala,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Tlaxcala,,Hombre,Jefa(e),,58,"Aquí, en este estado",,Febrero,2018,Otro país,CANADA,,,,Buscar trabajo o trabajar,,,3,CANADA,,,,,,,,,,,,98,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,55 a 59 años,30 a 59 años,,No retornó,,,Medio bajo,532,13787
1605480,13,1,2,160548000000.0,,1605480131,160548013,Michoacán de Ocampo,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Mujer,Nuera/yerno,,25,"Aquí, en este estado",,Mayo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Es ciudadano(a) estadounidense,Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,363,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,291,7643
902055,1,1,1,90205501101.0,,902055011,90205501,Ciudad de México,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Ciudad de México,,Hombre,Otro,Tía o tío,35,"Aquí, en este estado",,Febrero,2016,Otro país,EUROPA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,REINO DE LOS PAISES BAJOS,Mayo,2016.0,Otro motivo,Estudiar o trabajar en México,No,,760,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,35 a 39 años,30 a 59 años,,Retornó,3.0,Menos de un año,Medio alto,152,4100
701760,4,1,1,70176004101.0,,701760041,70176004,Chiapas,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Chiapas,,Mujer,Otro,Hermana o hermano,60,"Aquí, en este estado",,Octubre,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Permiso para residir,Otro motivo,,RegularizaciÃ³n migratoria,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,430,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,60 a 64 años,60 y más años,Con documento,No retornó,,,Alto,109,3272
600261,1,1,1,60026101101.0,60026101101.0,600261011,60026101,Colima,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Colima,,Hombre,Jefa(e),,40,"Aquí, en este estado",,Agosto,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,Otro estado,WASHINGTON,,Noviembre,2017.0,Falta de trabajo,,Sí,1.0,52,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,40 a 44 años,30 a 59 años,Con documento,Retornó,3.0,Menos de un año,Medio bajo,94,2701
1600780,3,1,1,160078000000.0,160078000000.0,1600780031,160078003,Michoacán de Ocampo,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Hombre,Jefa(e),,46,"Aquí, en este estado",,Diciembre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Texas,,,Enero,2018.0,Le deportaron (regresaron),,Sí,1.0,381,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,45 a 49 años,30 a 59 años,Sin documento,Retornó,13.0,De un año a 3 años,Medio bajo,276,7450
1600780,3,1,2,160078000000.0,160078000000.0,1600780031,160078003,Michoacán de Ocampo,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Mujer,Esposa(o) o compañera(o),,23,"Aquí, en este estado",,Agosto,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Buscar trabajo o trabajar,,,2,,,,Texas,,,Septiembre,2014.0,Reunirse con la familia,,Sí,2.0,381,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Sin documento,Retornó,13.0,De un año a 3 años,Medio bajo,276,7450
1600780,3,1,3,160078000000.0,160078000000.0,1600780031,160078003,Michoacán de Ocampo,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Mujer,Otro,Hijastra o hijastro,2,"Aquí, en este estado",,Agosto,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Reunirse con la familia,,,2,,,,Texas,,,Septiembre,2014.0,Reunirse con la familia,,Sí,4.0,381,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,00 a 05 años,00 a 17 años,Sin documento,Retornó,13.0,De un año a 3 años,Medio bajo,276,7450
1600780,3,1,4,160078000000.0,160078000000.0,1600780031,160078003,Michoacán de Ocampo,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Mujer,Otro,Hijastra o hijastro,3,"Aquí, en este estado",,Agosto,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Reunirse con la familia,,,2,,,,Texas,,,Septiembre,2014.0,Reunirse con la familia,,Sí,3.0,381,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,00 a 05 años,00 a 17 años,Sin documento,Retornó,13.0,De un año a 3 años,Medio bajo,276,7450
2160823,10,1,1,216082000000.0,216082000000.0,2160823101,216082310,Puebla,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Puebla,,Hombre,Hija(o),,29,"Aquí, en este estado",,Octubre,2017,Otro país,CANADA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,CANADA,Febrero,2018.0,Reunirse con la familia,,Sí,5.0,456,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,,Retornó,4.0,Menos de un año,Bajo,380,9896
1160105,3,1,1,116011000000.0,,1160105031,116010503,Guanajuato,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Guanajuato,,Hombre,Hija(o),,21,"Aquí, en este estado",,Diciembre,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,438,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Sin documento,No retornó,,,Bajo,195,5630
1660364,1,1,1,166036000000.0,,1660364011,166036401,Michoacán de Ocampo,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Hombre,Esposa(o) o compañera(o),,26,"Aquí, en este estado",,Septiembre,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,MICHIGAN,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,MICHIGAN,,,,,,,,,,369,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Bajo,294,7678
1660364,1,1,2,166036000000.0,166036000000.0,1660364011,166036401,Michoacán de Ocampo,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Mujer,Otro,Suegra o suegro,51,"Aquí, en este estado",,Agosto,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Florida,,Permiso para residir,Buscar trabajo o trabajar,,,2,,,,Florida,,,Diciembre,2013.0,Reunirse con la familia,,Sí,3.0,369,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,50 a 54 años,30 a 59 años,Con documento,Retornó,4.0,Menos de un año,Bajo,294,7678
1601380,3,1,1,160138000000.0,,1601380031,160138003,Michoacán de Ocampo,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Hombre,Otro,Hijastra o hijastro,26,"Aquí, en este estado",,Agosto,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,CAROLINA DEL NORTE,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,CAROLINA DEL NORTE,,,,,,,,,,373,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,276,7487
860376,20,1,1,86037620101.0,,860376201,86037620,Chihuahua,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Chihuahua,,Hombre,Hija(o),,28,"Aquí, en este estado",,Marzo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,MINNESOTA,Otro documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,MINNESOTA,,,,,,,,,,388,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,149,4001
860377,10,1,1,86037710101.0,,860377101,86037710,Chihuahua,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Chihuahua,,Hombre,Otro,Madre o padre,64,"Aquí, en este estado",,Febrero,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,NUEVO MEXICO,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,NUEVO MEXICO,,,,,,,,,,478,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,60 a 64 años,60 y más años,Con documento,No retornó,,,Medio bajo,149,4002
860377,10,1,2,86037710102.0,,860377101,86037710,Chihuahua,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Chihuahua,,Mujer,Otro,Madre o padre,56,"Aquí, en este estado",,Febrero,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,NUEVO MEXICO,Visa de turista,Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,NUEVO MEXICO,,,,,,,,,,478,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,55 a 59 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,149,4002
3201714,5,1,1,320171000000.0,320171000000.0,3201714051,320171405,Zacatecas,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Zacatecas,,Hombre,Hija(o),,33,"Aquí, en este estado",,Julio,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,NEVADA,Permiso para residir,Buscar trabajo o trabajar,,,2,,,,Otro estado,NEVADA,,Julio,2018.0,Reunirse con la familia,,Sí,5.0,127,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Con documento,Retornó,12.0,De un año a 3 años,Medio bajo,606,15124
3201714,5,1,3,320171000000.0,320171000000.0,3201714051,320171405,Zacatecas,Localidad de 2 500 a 14 999 habitantes,Sí,En otro estado,Aguascalientes,,Mujer,Nieta(o),,8,"Aquí, en este estado",,Julio,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,NEVADA,Permiso para residir,Reunirse con la familia,,,2,,,,Otro estado,NEVADA,,Septiembre,2017.0,Reunirse con la familia,,Sí,4.0,127,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,05 a 09 años,00 a 17 años,Con documento,Retornó,2.0,Menos de un año,Medio bajo,606,15124
1561335,6,1,1,156134000000.0,,1561335061,156133506,Estado de México,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Estado de México,,Hombre,Jefa(e),,59,"Aquí, en este estado",,Agosto,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,1356,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,55 a 59 años,30 a 59 años,Con documento,No retornó,,,Bajo,273,7399
1604065,13,1,1,160407000000.0,160407000000.0,1604065131,160406513,Michoacán de Ocampo,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Hombre,Hija(o),,26,"Aquí, en este estado",,Abril,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,California,,,Septiembre,2018.0,Falta de trabajo,,Sí,4.0,419,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,25 a 29 años,18 a 29 años,Con documento,Retornó,5.0,Menos de un año,Medio bajo,288,7606
3202336,3,1,1,320234000000.0,,3202336031,320233603,Zacatecas,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Zacatecas,,Hombre,Otro,Madre o padre,57,"Aquí, en este estado",,Agosto,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Visa de turista,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,137,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,55 a 59 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,605,15146
1605204,18,1,1,160520000000.0,160520000000.0,1605204181,160520418,Michoacán de Ocampo,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Hombre,Jefa(e),,27,"Aquí, en este estado",,Diciembre,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Inseguridad pública o violencia,,,2,,,,Texas,,,Enero,2018.0,Le deportaron (regresaron),,Sí,1.0,387,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Sin documento,Retornó,1.0,Menos de un año,Bajo,292,7641
1605204,18,1,2,160520000000.0,160520000000.0,1605204181,160520418,Michoacán de Ocampo,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Michoacán de Ocampo,,Mujer,Esposa(o) o compañera(o),,22,"Aquí, en este estado",,Diciembre,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,UTAH,Ningún documento,Inseguridad pública o violencia,,,2,,,,Otro estado,UTAH,,Enero,2018.0,Reunirse con la familia,,Sí,2.0,387,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Sin documento,Retornó,1.0,Menos de un año,Bajo,292,7641
1801564,14,1,1,180156000000.0,180156000000.0,1801564141,180156414,Nayarit,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Nayarit,,Mujer,Hija(o),,27,"Aquí, en este estado",,Marzo,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,OHIO,Visa de turista,Reunirse con la familia,,,2,,,,Otro estado,OHIO,,Diciembre,2016.0,Reunirse con la familia,,Sí,2.0,108,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,Retornó,9.0,Menos de un año,Medio bajo,324,8517
2460031,8,1,1,246003000000.0,,2460031081,246003108,San Luis Potosí,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",San Luis Potosí,,Hombre,Esposa(o) o compañera(o),,30,"Aquí, en este estado",,Mayo,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,182,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Sin documento,No retornó,,,Bajo,430,11491
1060228,1,1,1,106023000000.0,,1060228011,106022801,Durango,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Durango,,Hombre,Hija(o),,33,"Aquí, en este estado",,Marzo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Illinois,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Illinois,ILLINOIS,,,,,,,,,,117,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,171,5243
2504371,13,1,1,250437000000.0,,2504371131,250437113,Sinaloa,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Sinaloa,,Mujer,Hija(o),,20,"Aquí, en este estado",,Agosto,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Visa de turista,Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,218,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Medio alto,445,11943
